date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,15:30:52,NINTEN,Articuno,Jr Trainer F,3,4:00.89,4:00,0h4m0s,0,0,21,0:46,3.14,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,15:30:57,NINTEN,Articuno,Jr Trainer M,2,4:05.41,4:05,0h4m5s,0,0,21,0:47,3.516,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,15:31:06,NINTEN,Articuno,Youngster,1,4:15.04,4:15,0h4m15s,0,0,22,0:49,1.579,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,15:31:17,NINTEN,Articuno,Fisher,3,4:26.00,4:26,0h4m26s,0,0,22,0:51,5.155,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,15:31:22,NINTEN,Articuno,Gentleman,2,4:30.46,4:30,0h4m30s,0,0,23,0:52,2.377,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,15:31:31,NINTEN,Articuno,Rival3-SS Anne,4,4:39.62,4:39,0h4m39s,0,0,23,0:54,6.799,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,15:32:01,NINTEN,Articuno,Surge,1,5:09.74,5:09,0h5m9s,0,0,24,1:00,2.688,ICE BEAM,PECK,,,2,2567,272,31,26,123,116,56,11,10412,Flareon
11-18,15:32:21,NINTEN,Articuno,Wrapping Lass,4,5:29.91,5:29,0h5m29s,0,0,24,1:04,3.954,ICE BEAM,PECK,,,2,2756,288,32,26,127,120,56,13,13184,Flareon
11-18,15:34:51,NINTEN,Articuno,Rival1-Lab,1,12.99,12,0h0m12s,0,0,5,0:02,2.124,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:35:22,NINTEN,Articuno,Bug Catcher,1,43.32,43,0h0m43s,0,0,7,0:10,2.469,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:35:28,NINTEN,Articuno,Brock,2,49.49,49,0h0m49s,0,0,9,0:11,2.469,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:35:36,NINTEN,Articuno,Bug Catcher,3,57.27,57,0h0m57s,0,0,10,0:13,4.345,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:35:38,NINTEN,Articuno,Youngster,2,59.77,59,0h0m59s,0,0,10,0:14,1.627,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,15:35:43,NINTEN,Articuno,Bug Catcher,4,1:04.86,1:04,0h1m4s,0,0,11,0:15,4.333,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,15:35:48,NINTEN,Articuno,Bug Catcher,2,1:09.71,1:09,0h1m9s,0,0,12,0:17,3.078,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,15:35:56,NINTEN,Articuno,Super Nerd,2,1:17.18,1:17,0h1m17s,0,0,13,0:19,2.265,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,15:36:13,NINTEN,Articuno,Super Nerd,3,1:34.76,1:34,0h1m34s,0,0,14,0:23,2.532,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,15:36:18,NINTEN,Articuno,Rocket,3,1:39.13,1:39,0h1m39s,0,0,15,0:24,2.405,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,15:36:28,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:49.79,1:49,0h1m49s,0,0,16,0:27,4.031,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,15:36:35,NINTEN,Articuno,Bug Catcher,2,1:56.38,1:56,0h1m56s,0,0,16,0:29,2.376,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,15:36:37,NINTEN,Articuno,Lass,2,1:58.97,1:58,0h1m58s,0,0,16,0:29,1.812,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,15:36:41,NINTEN,Articuno,Youngster,3,2:02.21,2:02,0h2m2s,0,0,17,0:30,2.501,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,15:36:43,NINTEN,Articuno,Lass,2,2:04.57,2:04,0h2m4s,0,0,17,0:31,1.625,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,15:36:46,NINTEN,Articuno,Jr Trainer M,1,2:07.08,2:07,0h2m7s,0,0,17,0:31,1.752,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,15:36:50,NINTEN,Articuno,Rocket,2,2:11.82,2:11,0h2m11s,0,0,18,0:33,2.922,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,15:36:55,NINTEN,Articuno,Hiker,2,2:16.04,2:16,0h2m16s,0,0,18,0:34,1.736,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,15:37:00,NINTEN,Articuno,Lass,2,2:21.52,2:21,0h2m21s,0,0,18,0:35,3.032,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,15:37:04,NINTEN,Articuno,Jr Trainer M,2,2:25.31,2:25,0h2m25s,0,0,19,0:36,1.811,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,15:37:07,NINTEN,Articuno,Lass,3,2:28.63,2:28,0h2m28s,0,0,19,0:37,2.203,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,15:37:18,NINTEN,Articuno,Jr Trainer F,1,2:39.24,2:39,0h2m39s,0,0,19,0:39,2.079,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,15:37:25,NINTEN,Articuno,Misty,2,2:46.52,2:46,0h2m46s,0,0,20,0:41,5.362,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,15:37:35,NINTEN,Articuno,Cerulean Rocket,2,2:56.71,2:56,0h2m56s,0,0,21,0:44,5.797,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,15:37:43,NINTEN,Articuno,Jr Trainer F,3,3:04.88,3:04,0h3m4s,0,0,21,0:46,2.517,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,15:42:01,NINTEN,Articuno,Rival1-Lab,1,13.60,13,0h0m13s,0,0,5,0:02,2.219,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:42:32,NINTEN,Articuno,Bug Catcher,1,44.61,44,0h0m44s,0,0,7,0:10,2.516,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:42:38,NINTEN,Articuno,Brock,2,50.68,50,0h0m50s,0,0,9,0:11,2.408,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:42:46,NINTEN,Articuno,Bug Catcher,3,58.52,58,0h0m58s,0,0,10,0:13,4.373,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:42:48,NINTEN,Articuno,Youngster,2,1:01.05,1:01,0h1m1s,0,0,10,0:14,1.641,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,15:42:53,NINTEN,Articuno,Bug Catcher,4,1:06.24,1:06,0h1m6s,0,0,11,0:15,4.43,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,15:42:58,NINTEN,Articuno,Bug Catcher,2,1:10.94,1:10,0h1m10s,0,0,12,0:17,2.984,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,15:43:05,NINTEN,Articuno,Super Nerd,2,1:18.38,1:18,0h1m18s,0,0,13,0:19,2.25,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,15:43:23,NINTEN,Articuno,Super Nerd,3,1:35.84,1:35,0h1m35s,0,0,14,0:23,2.532,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,15:43:27,NINTEN,Articuno,Rocket,3,1:40.18,1:40,0h1m40s,0,0,15,0:24,2.439,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,15:43:38,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:50.89,1:50,0h1m50s,0,0,16,0:27,4.047,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,15:43:44,NINTEN,Articuno,Bug Catcher,2,1:57.43,1:57,0h1m57s,0,0,16,0:29,2.391,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,15:43:47,NINTEN,Articuno,Lass,2,2:00.02,2:00,0h2m0s,0,0,16,0:29,1.813,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,15:43:50,NINTEN,Articuno,Youngster,3,2:03.29,2:03,0h2m3s,0,0,17,0:30,2.533,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,15:43:53,NINTEN,Articuno,Lass,2,2:05.68,2:05,0h2m5s,0,0,17,0:31,1.656,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,15:43:55,NINTEN,Articuno,Jr Trainer M,1,2:08.27,2:08,0h2m8s,0,0,17,0:31,1.829,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,15:44:00,NINTEN,Articuno,Rocket,2,2:12.94,2:12,0h2m12s,0,0,18,0:33,2.842,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,15:44:04,NINTEN,Articuno,Hiker,2,2:17.11,2:17,0h2m17s,0,0,18,0:34,1.704,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,15:44:10,NINTEN,Articuno,Lass,2,2:22.66,2:22,0h2m22s,0,0,18,0:35,3.063,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,15:44:13,NINTEN,Articuno,Jr Trainer M,2,2:26.48,2:26,0h2m26s,0,0,19,0:36,1.861,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,15:44:17,NINTEN,Articuno,Lass,3,2:29.85,2:29,0h2m29s,0,0,19,0:37,2.265,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,15:44:27,NINTEN,Articuno,Jr Trainer F,1,2:40.43,2:40,0h2m40s,0,0,19,0:39,2.108,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,15:44:35,NINTEN,Articuno,Misty,2,2:47.80,2:47,0h2m47s,0,0,20,0:41,5.509,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,15:44:45,NINTEN,Articuno,Cerulean Rocket,2,2:57.96,2:57,0h2m57s,0,0,21,0:44,5.75,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,15:44:53,NINTEN,Articuno,Jr Trainer F,3,3:06.18,3:06,0h3m6s,0,0,21,0:46,2.547,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,15:44:57,NINTEN,Articuno,Jr Trainer M,2,3:09.84,3:09,0h3m9s,0,0,21,0:47,2.846,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,15:45:04,NINTEN,Articuno,Youngster,1,3:17.27,3:17,0h3m17s,0,0,22,0:49,1.267,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,15:45:13,NINTEN,Articuno,Fisher,3,3:25.72,3:25,0h3m25s,0,0,22,0:51,4.203,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,15:45:16,NINTEN,Articuno,Gentleman,2,3:29.13,3:29,0h3m29s,0,0,23,0:52,1.906,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,15:45:24,NINTEN,Articuno,Rival3-SS Anne,4,3:36.49,3:36,0h3m36s,0,0,23,0:54,5.501,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,15:51:01,NINTEN,Articuno,Rival1-Lab,1,13.26,13,0h0m13s,0,0,5,0:02,2.238,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:51:32,NINTEN,Articuno,Bug Catcher,1,44.51,44,0h0m44s,0,0,7,0:10,2.596,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:51:38,NINTEN,Articuno,Brock,2,50.70,50,0h0m50s,0,0,9,0:11,2.468,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:51:46,NINTEN,Articuno,Bug Catcher,3,58.70,58,0h0m58s,0,0,10,0:13,4.499,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:51:49,NINTEN,Articuno,Youngster,2,1:01.29,1:01,0h1m1s,0,0,10,0:14,1.688,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,15:54:48,NINTEN,Articuno,Rival1-Lab,1,13.13,13,0h0m13s,0,0,5,0:02,2.157,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:55:19,NINTEN,Articuno,Bug Catcher,1,43.85,43,0h0m43s,0,0,7,0:10,2.517,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:55:25,NINTEN,Articuno,Brock,2,50.07,50,0h0m50s,0,0,9,0:11,2.485,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:55:33,NINTEN,Articuno,Bug Catcher,3,57.90,57,0h0m57s,0,0,10,0:13,4.361,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:55:35,NINTEN,Articuno,Youngster,2,1:00.43,1:00,0h1m0s,0,0,10,0:14,1.642,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,15:55:40,NINTEN,Articuno,Bug Catcher,4,1:05.69,1:05,0h1m5s,0,0,11,0:15,4.492,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,15:55:45,NINTEN,Articuno,Bug Catcher,2,1:10.61,1:10,0h1m10s,0,0,12,0:17,3.124,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,15:56:08,NINTEN,Articuno,Rival1-Lab,1,13.04,13,0h0m13s,0,0,5,0:02,2.109,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:56:39,NINTEN,Articuno,Bug Catcher,1,43.83,43,0h0m43s,0,0,7,0:10,2.516,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:56:45,NINTEN,Articuno,Brock,2,49.99,49,0h0m49s,0,0,9,0:11,2.423,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:57:07,NINTEN,Articuno,Rival1-Lab,1,12.90,12,0h0m12s,0,0,5,0:02,2.11,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,15:57:31,NINTEN,Articuno,Rival1-Lab,1,37.10,37,0h0m37s,1,0,5,0:02,2.112,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:00:31,NINTEN,Articuno,Rival1-Lab,1,12.93,12,0h0m12s,0,0,5,0:02,2.143,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:01:07,NINTEN,Articuno,Rival1-Lab,1,13.33,13,0h0m13s,0,0,5,0:02,2.249,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:01:39,NINTEN,Articuno,Bug Catcher,1,44.65,44,0h0m44s,0,0,7,0:10,2.594,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:01:45,NINTEN,Articuno,Brock,2,50.88,50,0h0m50s,0,0,9,0:11,2.516,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:01:53,NINTEN,Articuno,Bug Catcher,3,58.90,58,0h0m58s,0,0,10,0:13,4.5,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:01:55,NINTEN,Articuno,Youngster,2,1:01.51,1:01,0h1m1s,0,0,10,0:14,1.689,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:02:01,NINTEN,Articuno,Bug Catcher,4,1:06.91,1:06,0h1m6s,0,0,11,0:15,4.593,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:02:23,NINTEN,Articuno,Rival1-Lab,1,12.92,12,0h0m12s,0,0,5,0:02,2.157,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:02:47,NINTEN,Articuno,Rival1-Lab,1,13.08,13,0h0m13s,0,0,5,0:02,2.108,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:03:17,NINTEN,Articuno,Rival1-Lab,1,12.99,12,0h0m12s,0,0,5,0:02,2.235,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:08:24,NINTEN,Articuno,Rival1-Lab,1,12.98,12,0h0m12s,0,0,5,0:02,2.142,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:08:58,NINTEN,Articuno,Rival1-Lab,1,47.88,47,0h0m47s,1,0,5,0:02,2.141,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:09:30,NINTEN,Articuno,Bug Catcher,1,1:19.02,1:19,0h1m19s,1,0,7,0:10,2.53,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:09:36,NINTEN,Articuno,Brock,2,1:25.19,1:25,0h1m25s,1,0,9,0:11,2.453,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
